timestamp,gesture_type,angle_index,angle_middle,angle_ring,angle_pinky,angle_baseline1,angle_middle_to_ring,angle_base_middle_to_ring,angle_middle_to_baseline1,dis_index_tip_to_base,dis_middle_tip_to_base,dis_ring_tip_to_base,dis_pinky_tip_to_base,distancesAggregated,dirV_index_x,dirV_index_y,dirV_middle_x,dirV_middle_y,dirV_ring_x,dirV_ring_y,dirV_pinky_x,dirV_pinky_y,dirV_middle_base_x,dirV_middle_base_y,dirV_ring_base_x,dirV_ring_base_y,dot_index_middle,dot_index_ring,dot_index_pinky,dot_middle_ring,dot_middle_pinky,dot_ring_pinky
2.0,2.0,63.10853049930085,63.114389078826164,65.84276410439082,70.72459877780706,0.0,2.728375025564702,4.981133079028125,63.114389078826164,0.29107135082088803,0.33247953518321105,0.3536013310409256,0.3638870596683804,0.16304832103209357,0.41879279357548777,-0.9080818223316877,0.41869993865587307,-0.9081246397767039,0.3749975487400397,-0.9270258024666636,0.29474632707783227,-0.9555755347821162,0.033368191921027746,-0.999443126830097,-0.05353717744293388,-0.998565856932553,0.0008592068514090499,0.0007371553583510583,0.000698274015672235,0.0007005412935754436,0.0006635969962616173,0.0005729599897499352
2.0,2.0,124.24155037578079,121.98190583160282,108.64114416085515,97.8152798939271,0.0,13.34076167074764,34.7024488697775,121.98190583160282,0.10595433446436547,0.06392383030424933,0.0341837802769839,0.05922418696456518,0.10451544764881678,0.4823415320921444,-0.8759832455127227,0.5165047499224001,-0.8562843238712239,0.7001476274810114,-0.7139981090540163,0.8217932868638654,-0.5697857436488601,-0.38852580539082265,-0.9214378430178635,0.2051733521999276,-0.97872564876325,0.0004896809760310816,0.00045979623300240746,0.00032999200760741587,0.00044577985187288505,0.0003226516778340738,0.00033836463412484363
2.0,2.0,133.19124479353474,124.97220834011901,110.9777713068899,102.98904218965916,0.0,13.99443703322912,126.50042467688787,124.97220834011901,0.14311293849730208,0.08445717371622276,0.03391173932783531,0.059077144998403996,0.10875977670211395,0.5512409665631928,-0.834346089331326,0.6648553165578303,-0.7469721601537685,0.8257604351078237,-0.564021013624969,0.8961334634695454,-0.4437846500838859,-0.9837661633804314,0.17945510800126668,0.44091696372007183,-0.8975478990582468,0.0003046550521332847,0.0005115455654021162,0.0003648796859110348,0.0008204200514398963,0.0005990607294705796,0.0011484227303775185
2.0,2.0,48.90783577115896,93.55127188113909,94.92133770021498,91.22454753028669,0.0,1.370065819075669,19.858038681944358,93.55127188113909,0.19119727026895503,0.11669536656433803,0.08202684158124808,0.05265361338103723,0.09302510219742609,0.9085105467329584,0.417861922738817,0.9400278800916025,-0.3410976174799343,0.931603539612028,-0.363476058334439,0.9531007174765286,-0.30265330387379974,0.9842742744734917,0.17664697169688937,0.9857518829330439,-0.16820590148374207,0.00024524322654428943,0.0002901119268656771,0.0002645955976845471,0.0009449401386802947,0.0008090078090496888,0.0009792206260783587
3.0,2.0,90.70617111815393,82.36128465337049,78.61087823081986,83.63426954308767,0.0,3.75040642255057,6.5120070332262365,82.36128465337049,0.20085419949524533,0.20894318439821633,0.27374659026223785,0.3371884510330044,0.2010880493843308,0.9474497294794505,-0.31990468910179454,0.9838467104145109,-0.17901298949111352,0.9934490394033921,-0.11427600845530715,0.9796269488633746,-0.2008258973853604,0.2823041530405479,-0.9593249528580285,0.3892811692371288,-0.9211189778076303,2.9738434223603277e-05,4.858243134453575e-05,5.913637886401189e-05,8.156334344811038e-05,9.800791491798615e-05,0.0001614303860204572
3.0,2.0,18.506995682689436,72.34687093069476,52.80526414720178,37.35785977669959,0.0,19.54160678349298,12.491563738029976,72.34687093069476,0.275528507832897,0.09537066837777908,0.17346993259721352,0.1907058968877487,0.2153866705766411,0.916107910968408,0.40093178404948043,0.8642446563284604,-0.5030717384307145,0.9827362786767987,-0.18501190927201788,0.9965138908773197,0.0834270057508088,0.5884098260182348,-0.8085628464412589,0.7493697065456871,-0.6621518276888095,0.0003011311361351672,0.0003981795468526148,0.0003728060247354387,0.0009023662445475351,0.0006411474539067556,0.0007123983673444915
3.0,2.0,147.11034259353474,44.376301287782056,59.250213979723235,70.8063418282103,0.0,14.87391269194115,31.45553179489655,44.376301287782056,0.11929628548991458,0.049013953587838874,0.08107699803747571,0.16065986254590542,0.13232006265912102,0.4249244014043603,0.9052288401786293,0.7892993236169348,-0.6140086137326165,0.9204638835507492,-0.3908276334634912,0.9800987315990162,-0.19851064535182955,0.2659476846591469,-0.9639874631054279,0.7299094536004067,-0.6835438461026152,-3.512404473671208e-05,5.4981512276344534e-06,2.562115303916812e-05,0.00018550055836374918,0.00012630498133603342,0.000127697290626117
3.0,2.0,169.5368495379658,172.67022911559644,174.72348819022932,178.26902345262704,0.0,2.0532590746326953,6.594106777196354,172.67022911559644,0.30895477230977036,0.43303103673360854,0.5169254365666035,0.519706695584563,0.3122536757610577,-0.157623794613236,-0.9874992351246275,0.15167351667710366,-0.98843064720738,0.11616218605281552,-0.9932302585661751,-0.005878683007798695,-0.9999827203937546,-0.4623278679390979,-0.8867090517903198,-0.35744416385051836,-0.9339345104070218,0.00011265788401537693,0.00013075448992339045,0.00010882434699510676,0.00019355176720736733,0.00015500949647417872,0.00017887962659202106
3.0,2.0,177.55854252759133,178.71140195501886,147.70504481342354,97.48709402616917,0.0,33.58355323155823,29.85810456574616,178.71140195501886,0.14722960440498128,0.23081525840536848,0.21166188059650626,0.21029797244671614,0.1482978471949468,-0.14876956942820946,-0.9888718901921245,-0.08412259445289576,-0.9964554125009878,-0.6212725948085782,-0.7835945143630194,-0.9997129241840961,-0.02395974163641709,0.6427756657401255,-0.7660544651213376,0.17607121292448974,-0.9843774316690214,0.0005356679634722638,0.0002419185262105823,2.273795196217051e-05,0.0002516458966352886,1.5419980713638038e-05,4.748334205739767e-05
3.0,2.0,37.796661080079005,84.1607129739158,35.8821302878539,23.300357978001756,0.0,48.2785826860619,24.63472646399053,84.1607129739158,0.22991184463905648,0.2204101884726237,0.25427607779358535,0.2585570291057915,0.24974997088864878,0.978519572151157,-0.20615393985349006,0.5260490279094078,-0.8504542434696688,0.9848606627883862,-0.17334784363245065,0.998971167326532,0.04534982745574591,0.03652366879001349,-0.9993327882232812,0.4497530979571025,-0.8931529269268443,0.00019773715202653407,0.00027762206473358643,0.00019739503821991806,0.0006564655756502429,0.0003525526625640648,0.0006850086149361462
3.0,2.0,10.111189164755489,101.3882556528419,88.48326048099163,74.63823464289456,0.0,12.904995171850247,5.773116287259176,101.3882556528419,0.2784594724638639,0.17875945094977613,0.3128753329462558,0.31220142664773876,0.24993120631465304,0.8461705417575829,0.5329122012692886,0.5139210850194512,-0.8578374661743505,0.6925255396841026,-0.721393357943669,0.8450322097622761,-0.5347154051121817,0.3118208462726142,-0.9501409157750395,0.4058134753850823,-0.9139559197225441,-4.2726592903712004e-06,4.1579202863851656e-05,6.022111602277439e-05,0.0006379089092982682,0.0003966642010695402,0.0004641042879640612
3.0,2.0,30.129446537500968,75.03037000962026,49.01420209704116,34.03139010738617,0.0,26.016167912579082,105.29314989341287,75.03037000962026,0.1761687234233082,0.06710055055197602,0.15368196894818015,0.17559691663456206,0.16486193650413486,0.8296308042636075,-0.5583123933936267,0.19354789037633802,-0.9810908286855345,0.604266465939966,-0.7967823028534355,0.7897150213145987,-0.61347386668878,-0.9561544828130021,0.2928627750271459,-0.03029906486374182,-0.9995408779376573,0.000276513382047483,0.0004094107427015109,0.0002693283567438698,0.0011642523573982548,0.0006100057180482565,0.0008654338817315488
